Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,City,Postal Code
141332,USB-C Charging Cable,1,11.95,01/19/19 18:52,207 7th St, Los Angeles, CA 90001
141333,27in FHD Monitor,1,149.99,01/01/2019 13:58,554 10th St, Los Angeles, CA 90001
141334,USB-C Charging Cable,1,11.95,01/15/19 02:05,459 4th St, San Francisco, CA 94016
141335,AAA Batteries (4-pack),5,2.99,01/12/2019 18:16,174 4th St, Los Angeles, CA 90001
141336,iPhone,1,700,01/09/2019 18:23,811 Hickory St, Portland, OR 97035
141337,Bose SoundSport Headphones,1,99.99,01/09/2019 09:22,947 Church St, San Francisco, CA 94016
141338,AAA Batteries (4-pack),1,2.99,01/29/19 16:19,542 4th St, Dallas, TX 75001
141339,AAA Batteries (4-pack),1,2.99,01/28/19 12:52,539 Lakeview St, Dallas, TX 75001
141340,Lightning Charging Cable,1,14.95,01/27/19 14:30,710 Johnson St, Boston, MA 02215
141341,LG Dryer,1,600,01/13/19 10:09,844 Walnut St, Austin, TX 73301
141342,Wired Headphones,1,11.99,01/26/19 21:13,119 9th St, Seattle, WA 98101
141343,Bose SoundSport Headphones,1,99.99,01/24/19 13:36,157 1st St, New York City, NY 10001
141344,Apple Airpods Headphones,1,150,01/20/19 12:38,443 Washington St, Portland, OR 97035
141345,USB-C Charging Cable,1,11.95,01/09/2019 13:55,398 5th St, San Francisco, CA 94016
141346,Apple Airpods Headphones,1,150,01/14/19 13:59,285 Cherry St, Boston, MA 02215
141347,AA Batteries (4-pack),1,3.84,01/27/19 17:46,885 Walnut St, Atlanta, GA 30301
141348,USB-C Charging Cable,2,11.95,01/26/19 18:56,493 5th St, Portland, OR 97035
141349,Lightning Charging Cable,1,14.95,01/03/2019 20:51,886 10th St, New York City, NY 10001
141350,Lightning Charging Cable,1,14.95,01/01/2019 11:17,804 River St, San Francisco, CA 94016
141351,USB-C Charging Cable,2,11.95,01/24/19 17:02,865 Church St, San Francisco, CA 94016
141352,Lightning Charging Cable,1,14.95,01/11/2019 19:07,800 4th St, Los Angeles, CA 90001
141353,USB-C Charging Cable,1,11.95,01/26/19 10:35,870 Cherry St, New York City, NY 10001
141354,Bose SoundSport Headphones,1,99.99,01/03/2019 11:12,869 Hill St, Atlanta, GA 30301
141355,27in 4K Gaming Monitor,1,389.99,01/18/19 15:24,674 Main St, Dallas, TX 75001
141356,Lightning Charging Cable,1,14.95,01/09/2019 17:32,336 1st St, Boston, MA 02215
141357,Lightning Charging Cable,1,14.95,01/23/19 05:30,850 River St, Atlanta, GA 30301
141358,Lightning Charging Cable,1,14.95,01/05/2019 15:31,911 Madison St, San Francisco, CA 94016
141359,AAA Batteries (4-pack),2,2.99,01/09/2019 22:21,383 11th St, Seattle, WA 98101
141360,Macbook Pro Laptop,1,1700,01/17/19 21:00,263 Meadow St, Los Angeles, CA 90001
141361,Apple Airpods Headphones,2,150,01/23/19 15:39,181 Lakeview St, Portland, OR 97035
141362,Lightning Charging Cable,1,14.95,01/02/2019 22:17,392 Cherry St, Atlanta, GA 30301
141363,Wired Headphones,1,11.99,01/08/2019 06:24,921 Highland St, Dallas, TX 75001
141364,AA Batteries (4-pack),1,3.84,01/01/2019 07:46,657 Lincoln St, Dallas, TX 75001
141365,Vareebadd Phone,1,400,01/10/2019 11:19,20 Dogwood St, New York City, NY 10001
141365,Wired Headphones,1,11.99,01/10/2019 11:19,20 Dogwood St, New York City, NY 10001
141366,Flatscreen TV,1,300,01/17/19 22:34,803 Church St, Seattle, WA 98101
141367,27in 4K Gaming Monitor,1,389.99,01/09/2019 10:06,23 13th St, San Francisco, CA 94016
141368,USB-C Charging Cable,1,11.95,01/10/2019 21:39,387 Hill St, Los Angeles, CA 90001
141369,Lightning Charging Cable,1,14.95,01/21/19 21:03,785 9th St, San Francisco, CA 94016
141370,AAA Batteries (4-pack),2,2.99,01/24/19 20:53,375 Center St, Seattle, WA 98101
141371,Lightning Charging Cable,1,14.95,01/23/19 18:34,685 West St, Atlanta, GA 30301
141372,AAA Batteries (4-pack),1,2.99,01/26/19 10:07,134 Hickory St, Portland, ME 04101
141373,27in FHD Monitor,1,149.99,01/20/19 13:08,82 Hickory St, San Francisco, CA 94016
141374,Wired Headphones,1,11.99,01/14/19 10:12,386 12th St, Boston, MA 02215
141375,27in 4K Gaming Monitor,1,389.99,01/10/2019 13:51,49 Center St, Los Angeles, CA 90001
141376,Wired Headphones,1,11.99,01/20/19 14:57,32 West St, Los Angeles, CA 90001
141377,Wired Headphones,1,11.99,01/20/19 15:12,711 11th St, San Francisco, CA 94016
141378,USB-C Charging Cable,1,11.95,01/22/19 10:25,777 North St, Boston, MA 02215
141379,AA Batteries (4-pack),1,3.84,01/25/19 18:00,378 Center St, San Francisco, CA 94016
141380,USB-C Charging Cable,1,11.95,01/17/19 18:45,868 14th St, Los Angeles, CA 90001
141381,Bose SoundSport Headphones,1,99.99,01/03/2019 18:22,336 Jackson St, Los Angeles, CA 90001
141382,AAA Batteries (4-pack),1,2.99,01/16/19 13:50,613 Ridge St, Dallas, TX 75001
141383,AAA Batteries (4-pack),1,2.99,01/08/2019 10:01,418 11th St, Boston, MA 02215
141384,Google Phone,1,600,01/03/2019 00:14,223 Jackson St, Boston, MA 02215
141384,USB-C Charging Cable,1,11.95,01/03/2019 00:14,223 Jackson St, Boston, MA 02215
141385,Macbook Pro Laptop,1,1700,01/10/2019 12:59,502 Walnut St, Atlanta, GA 30301
141386,Lightning Charging Cable,1,14.95,01/08/2019 19:27,692 13th St, New York City, NY 10001
141387,AAA Batteries (4-pack),1,2.99,01/17/19 11:12,807 Jackson St, San Francisco, CA 94016
141388,Lightning Charging Cable,1,14.95,01/22/19 10:53,24 Park St, Dallas, TX 75001
141389,AA Batteries (4-pack),1,3.84,01/26/19 11:07,176 Church St, Los Angeles, CA 90001
141390,Wired Headphones,1,11.99,01/26/19 11:22,667 Park St, New York City, NY 10001
141391,Bose SoundSport Headphones,1,99.99,01/31/19 10:02,375 Johnson St, New York City, NY 10001
141392,Apple Airpods Headphones,1,150,01/25/19 13:51,755 Cherry St, Seattle, WA 98101
141393,USB-C Charging Cable,1,11.95,01/18/19 17:57,240 Meadow St, Boston, MA 02215
141394,iPhone,1,700,01/06/2019 16:54,534 12th St, San Francisco, CA 94016
141395,AAA Batteries (4-pack),1,2.99,01/29/19 16:20,790 Hickory St, Portland, ME 04101
141396,USB-C Charging Cable,1,11.95,01/26/19 14:10,141 Elm St, San Francisco, CA 94016
141397,Lightning Charging Cable,1,14.95,01/13/19 12:59,940 8th St, New York City, NY 10001
141398,AAA Batteries (4-pack),1,2.99,01/04/2019 16:31,33 Jackson St, Dallas, TX 75001
141399,ThinkPad Laptop,1,999.99,01/17/19 09:57,830 Walnut St, Atlanta, GA 30301
141400,Lightning Charging Cable,1,14.95,01/18/19 18:09,215 Park St, New York City, NY 10001
141401,Apple Airpods Headphones,1,150,01/23/19 12:50,34 Cedar St, Portland, OR 97035
141402,AAA Batteries (4-pack),1,2.99,01/07/2019 12:56,939 Lakeview St, Atlanta, GA 30301
141403,Lightning Charging Cable,1,14.95,01/26/19 16:41,216 Meadow St, Boston, MA 02215
141404,AA Batteries (4-pack),1,3.84,01/29/19 20:06,200 14th St, San Francisco, CA 94016
141405,Wired Headphones,1,11.99,01/29/19 11:00,247 Forest St, Los Angeles, CA 90001
141406,USB-C Charging Cable,1,11.95,01/28/19 12:02,110 13th St, Seattle, WA 98101
141407,Apple Airpods Headphones,1,150,01/01/2019 16:06,946 12th St, Portland, ME 04101
141408,Apple Airpods Headphones,1,150,01/07/2019 13:25,103 14th St, San Francisco, CA 94016
141409,Bose SoundSport Headphones,1,99.99,01/01/2019 21:49,36 Highland St, Portland, ME 04101
141410,27in FHD Monitor,1,149.99,01/03/2019 22:02,890 6th St, Dallas, TX 75001
141411,Wired Headphones,1,11.99,01/15/19 05:35,350 Main St, New York City, NY 10001
141412,AA Batteries (4-pack),2,3.84,01/14/19 17:16,397 Dogwood St, Atlanta, GA 30301
141413,AA Batteries (4-pack),1,3.84,01/24/19 17:54,793 5th St, San Francisco, CA 94016
141414,Google Phone,1,600,01/26/19 03:38,609 14th St, New York City, NY 10001
141415,Wired Headphones,1,11.99,01/12/2019 19:02,81 Madison St, San Francisco, CA 94016
141416,AAA Batteries (4-pack),1,2.99,01/02/2019 13:37,209 North St, Atlanta, GA 30301
141417,Bose SoundSport Headphones,1,99.99,01/03/2019 08:21,207 1st St, San Francisco, CA 94016
141418,Apple Airpods Headphones,1,150,01/10/2019 12:48,145 Lakeview St, New York City, NY 10001
141419,Wired Headphones,1,11.99,01/22/19 11:53,910 Meadow St, San Francisco, CA 94016
141420,Lightning Charging Cable,2,14.95,01/09/2019 12:19,74 7th St, San Francisco, CA 94016
141421,Flatscreen TV,1,300,01/24/19 13:18,154 7th St, Dallas, TX 75001
141422,Apple Airpods Headphones,1,150,01/16/19 22:23,970 Lakeview St, Boston, MA 02215
141423,Lightning Charging Cable,2,14.95,01/06/2019 13:41,440 South St, New York City, NY 10001
141424,Apple Airpods Headphones,1,150,01/13/19 19:49,971 Walnut St, Atlanta, GA 30301
141425,Wired Headphones,1,11.99,01/19/19 14:59,347 Hill St, Atlanta, GA 30301
141426,Google Phone,1,600,01/12/2019 12:57,824 Madison St, Dallas, TX 75001
141427,USB-C Charging Cable,1,11.95,01/16/19 14:44,355 13th St, Los Angeles, CA 90001
141428,AA Batteries (4-pack),1,3.84,01/22/19 10:06,295 West St, New York City, NY 10001
141429,Apple Airpods Headphones,1,150,01/21/19 06:04,273 Hill St, Atlanta, GA 30301
141430,34in Ultrawide Monitor,1,379.99,01/23/19 21:37,428 Cedar St, Los Angeles, CA 90001
141431,USB-C Charging Cable,1,11.95,01/04/2019 07:16,728 Lakeview St, Los Angeles, CA 90001
141432,USB-C Charging Cable,1,11.95,01/18/19 22:38,574 Johnson St, San Francisco, CA 94016
141433,Google Phone,1,600,01/15/19 20:08,179 West St, San Francisco, CA 94016
141434,27in 4K Gaming Monitor,1,389.99,01/13/19 19:03,480 Lakeview St, San Francisco, CA 94016
141435,USB-C Charging Cable,1,11.95,01/15/19 10:55,445 4th St, Atlanta, GA 30301
141436,Bose SoundSport Headphones,1,99.99,01/03/2019 07:59,792 Lakeview St, San Francisco, CA 94016
141437,iPhone,1,700,01/10/2019 15:40,377 Meadow St, New York City, NY 10001
141438,Wired Headphones,2,11.99,01/29/19 17:36,331 Center St, Seattle, WA 98101
141439,Flatscreen TV,1,300,01/09/2019 20:49,536 Walnut St, Boston, MA 02215
141440,Google Phone,1,600,01/31/19 23:10,222 Lakeview St, San Francisco, CA 94016
141441,AA Batteries (4-pack),1,3.84,01/20/19 19:08,631 Elm St, Los Angeles, CA 90001
141442,Google Phone,1,600,01/06/2019 10:27,186 Meadow St, New York City, NY 10001
141443,Lightning Charging Cable,1,14.95,01/15/19 19:22,485 Elm St, Los Angeles, CA 90001
141444,AAA Batteries (4-pack),1,2.99,01/22/19 22:56,776 5th St, San Francisco, CA 94016
141445,USB-C Charging Cable,1,11.95,01/23/19 21:37,112 Madison St, Los Angeles, CA 90001
141446,Bose SoundSport Headphones,1,99.99,01/16/19 20:03,150 14th St, Seattle, WA 98101
141447,AAA Batteries (4-pack),1,2.99,01/15/19 21:14,51 10th St, Boston, MA 02215
141448,Bose SoundSport Headphones,1,99.99,01/07/2019 15:50,895 Forest St, San Francisco, CA 94016
141449,USB-C Charging Cable,1,11.95,01/25/19 15:41,450 Dogwood St, Boston, MA 02215
141450,Google Phone,1,600,01/12/2019 11:16,521 Park St, San Francisco, CA 94016
141450,Bose SoundSport Headphones,1,99.99,01/12/2019 11:16,521 Park St, San Francisco, CA 94016
141451,AA Batteries (4-pack),1,3.84,01/18/19 18:01,678 Elm St, Portland, OR 97035
141452,Bose SoundSport Headphones,1,99.99,01/16/19 13:37,593 14th St, Austin, TX 73301
141453,Macbook Pro Laptop,1,1700,01/06/2019 13:09,469 4th St, Atlanta, GA 30301
141454,Bose SoundSport Headphones,1,99.99,01/12/2019 21:43,87 North St, New York City, NY 10001
141455,Apple Airpods Headphones,1,150,01/06/2019 09:26,588 Main St, Los Angeles, CA 90001
141456,AAA Batteries (4-pack),1,2.99,01/05/2019 13:28,676 Cedar St, Boston, MA 02215
141457,iPhone,1,700,01/09/2019 22:11,820 Jackson St, Seattle, WA 98101
141457,Apple Airpods Headphones,1,150,01/09/2019 22:11,820 Jackson St, Seattle, WA 98101
141458,iPhone,1,700,01/29/19 01:12,497 Park St, San Francisco, CA 94016
141459,AAA Batteries (4-pack),1,2.99,01/07/2019 13:20,344 Lakeview St, New York City, NY 10001
141460,iPhone,1,700,01/26/19 17:29,855 2nd St, New York City, NY 10001
141461,Lightning Charging Cable,1,14.95,01/02/2019 10:34,233 Cherry St, Dallas, TX 75001
141462,Wired Headphones,1,11.99,01/30/19 23:34,542 Wilson St, Atlanta, GA 30301
141463,Apple Airpods Headphones,1,150,01/22/19 18:14,147 Center St, Boston, MA 02215
141464,AA Batteries (4-pack),2,3.84,01/31/19 01:03,795 13th St, New York City, NY 10001
141465,Lightning Charging Cable,1,14.95,01/30/19 11:24,340 10th St, Atlanta, GA 30301
141466,AAA Batteries (4-pack),2,2.99,01/24/19 16:09,269 4th St, Seattle, WA 98101
141467,Bose SoundSport Headphones,1,99.99,01/22/19 19:48,154 Jackson St, Boston, MA 02215
141468,Flatscreen TV,1,300,01/07/2019 15:21,268 8th St, Austin, TX 73301
141469,Flatscreen TV,1,300,01/02/2019 07:44,163 8th St, San Francisco, CA 94016
141470,AAA Batteries (4-pack),1,2.99,01/09/2019 17:29,571 Jefferson St, Boston, MA 02215
141471,Apple Airpods Headphones,1,150,01/17/19 14:21,81 11th St, Los Angeles, CA 90001
141472,iPhone,1,700,01/27/19 07:05,853 9th St, San Francisco, CA 94016
141473,iPhone,1,700,01/11/2019 16:48,768 Maple St, San Francisco, CA 94016
141474,Apple Airpods Headphones,1,150,01/17/19 22:58,580 Johnson St, Boston, MA 02215
141475,Lightning Charging Cable,1,14.95,01/07/2019 08:41,548 10th St, Boston, MA 02215
141476,iPhone,1,700,01/06/2019 15:38,295 Hickory St, New York City, NY 10001
141477,AA Batteries (4-pack),1,3.84,01/20/19 09:24,371 South St, San Francisco, CA 94016
141478,Google Phone,1,600,01/26/19 13:32,303 North St, Atlanta, GA 30301
141478,Apple Airpods Headphones,1,150,01/26/19 13:32,303 North St, Atlanta, GA 30301
141479,Bose SoundSport Headphones,1,99.99,01/12/2019 19:24,613 Main St, Atlanta, GA 30301
141480,AA Batteries (4-pack),2,3.84,01/20/19 12:32,451 River St, Portland, OR 97035
141481,AA Batteries (4-pack),1,3.84,01/26/19 22:19,118 Church St, New York City, NY 10001
141482,USB-C Charging Cable,1,11.95,01/28/19 13:10,333 7th St, Portland, OR 97035
141483,Flatscreen TV,1,300,01/21/19 15:57,216 Willow St, Austin, TX 73301
141484,USB-C Charging Cable,1,11.95,01/29/19 21:06,127 Madison St, Los Angeles, CA 90001
141485,27in 4K Gaming Monitor,1,389.99,01/07/2019 21:06,566 Park St, New York City, NY 10001
141486,USB-C Charging Cable,1,11.95,01/14/19 13:29,940 West St, Los Angeles, CA 90001
141487,Bose SoundSport Headphones,1,99.99,01/19/19 18:28,831 Sunset St, San Francisco, CA 94016
141488,Bose SoundSport Headphones,1,99.99,01/13/19 14:33,133 1st St, Los Angeles, CA 90001
141489,AAA Batteries (4-pack),2,2.99,01/04/2019 11:21,941 Lincoln St, Los Angeles, CA 90001
141490,27in FHD Monitor,1,149.99,01/24/19 09:54,201 Center St, New York City, NY 10001
141491,Bose SoundSport Headphones,1,99.99,01/25/19 11:10,529 Park St, Portland, OR 97035
141492,20in Monitor,1,109.99,01/18/19 09:23,331 Chestnut St, Dallas, TX 75001
141493,34in Ultrawide Monitor,1,379.99,01/02/2019 11:26,922 2nd St, Los Angeles, CA 90001
141494,AA Batteries (4-pack),2,3.84,01/07/2019 00:40,237 Forest St, Austin, TX 73301
141495,Macbook Pro Laptop,1,1700,01/19/19 18:02,442 South St, Dallas, TX 75001
141496,Wired Headphones,1,11.99,01/31/19 16:21,310 8th St, Los Angeles, CA 90001
141497,Wired Headphones,1,11.99,01/29/19 18:07,139 Church St, Atlanta, GA 30301
141498,AA Batteries (4-pack),1,3.84,01/08/2019 07:31,337 North St, Austin, TX 73301
141499,Google Phone,1,600,01/19/19 15:17,90 1st St, San Francisco, CA 94016
141500,Google Phone,1,600,01/12/2019 11:56,235 Walnut St, New York City, NY 10001
141501,AA Batteries (4-pack),1,3.84,01/25/19 12:38,738 Dogwood St, Los Angeles, CA 90001
141502,AA Batteries (4-pack),2,3.84,01/08/2019 20:07,920 Center St, San Francisco, CA 94016
141503,27in 4K Gaming Monitor,1,389.99,01/03/2019 19:54,304 Park St, Dallas, TX 75001
141504,iPhone,1,700,01/13/19 13:37,855 11th St, Seattle, WA 98101
141505,27in 4K Gaming Monitor,1,389.99,01/05/2019 06:59,33 Dogwood St, New York City, NY 10001
141506,Google Phone,1,600,01/24/19 19:03,463 10th St, Atlanta, GA 30301
141507,Apple Airpods Headphones,1,150,01/19/19 20:07,961 1st St, Los Angeles, CA 90001
141508,USB-C Charging Cable,1,11.95,01/18/19 19:11,190 South St, Austin, TX 73301
141509,Lightning Charging Cable,1,14.95,01/16/19 11:11,195 Chestnut St, San Francisco, CA 94016
141510,Wired Headphones,2,11.99,01/16/19 14:32,610 South St, Los Angeles, CA 90001
141511,27in 4K Gaming Monitor,1,389.99,01/14/19 16:57,608 13th St, New York City, NY 10001
141512,Lightning Charging Cable,1,14.95,01/08/2019 20:12,789 4th St, Los Angeles, CA 90001
141513,Apple Airpods Headphones,1,150,01/18/19 22:22,795 Hickory St, Atlanta, GA 30301
141514,Google Phone,1,600,01/27/19 21:26,947 10th St, Boston, MA 02215
141515,34in Ultrawide Monitor,1,379.99,01/12/2019 16:34,179 Highland St, Seattle, WA 98101
141516,LG Washing Machine,1,600,01/17/19 19:53,382 Main St, Seattle, WA 98101
141517,iPhone,1,700,01/13/19 14:14,326 Maple St, Los Angeles, CA 90001
141518,Lightning Charging Cable,1,14.95,01/01/2019 11:41,991 Adams St, Los Angeles, CA 90001
141519,Lightning Charging Cable,1,14.95,01/18/19 17:16,511 Maple St, San Francisco, CA 94016
141520,iPhone,1,700,01/15/19 11:24,23 Cherry St, Atlanta, GA 30301
141521,Wired Headphones,1,11.99,01/06/2019 11:19,724 Hickory St, Los Angeles, CA 90001
141522,27in FHD Monitor,1,149.99,01/02/2019 23:35,240 Maple St, Dallas, TX 75001
141523,Google Phone,1,600,01/02/2019 13:17,17 Dogwood St, San Francisco, CA 94016
141524,USB-C Charging Cable,1,11.95,01/11/2019 13:18,853 Walnut St, Boston, MA 02215
141525,AAA Batteries (4-pack),2,2.99,01/07/2019 04:31,590 Jackson St, Los Angeles, CA 90001
141526,AA Batteries (4-pack),2,3.84,01/21/19 22:12,212 Lincoln St, New York City, NY 10001
141527,Apple Airpods Headphones,1,150,01/25/19 18:52,401 Chestnut St, Los Angeles, CA 90001
141528,AAA Batteries (4-pack),3,2.99,01/11/2019 02:13,57 11th St, Austin, TX 73301
141529,Bose SoundSport Headphones,1,99.99,01/13/19 12:55,264 River St, Austin, TX 73301
141530,AAA Batteries (4-pack),1,2.99,01/19/19 18:13,324 7th St, Austin, TX 73301
141531,Flatscreen TV,1,300,01/15/19 18:03,252 Sunset St, New York City, NY 10001
141532,Lightning Charging Cable,1,14.95,01/12/2019 08:44,718 Walnut St, San Francisco, CA 94016
141533,34in Ultrawide Monitor,1,379.99,01/01/2019 13:34,400 Lakeview St, Seattle, WA 98101
141534,Bose SoundSport Headphones,1,99.99,01/05/2019 10:02,439 Washington St, San Francisco, CA 94016
141535,Wired Headphones,1,11.99,01/03/2019 10:59,139 Wilson St, Portland, OR 97035
141536,AAA Batteries (4-pack),1,2.99,01/30/19 16:35,127 6th St, Portland, OR 97035
141537,Lightning Charging Cable,1,14.95,01/06/2019 09:37,654 West St, Portland, OR 97035
141538,27in FHD Monitor,1,149.99,01/12/2019 15:38,765 River St, New York City, NY 10001
141539,27in FHD Monitor,1,149.99,01/16/19 15:22,167 West St, San Francisco, CA 94016
141540,Apple Airpods Headphones,1,150,01/10/2019 14:07,703 Maple St, Los Angeles, CA 90001
141541,AAA Batteries (4-pack),1,2.99,01/27/19 22:39,296 Lakeview St, Boston, MA 02215
141542,AA Batteries (4-pack),1,3.84,01/20/19 18:33,431 Dogwood St, San Francisco, CA 94016
141543,Lightning Charging Cable,1,14.95,01/25/19 10:48,684 5th St, Atlanta, GA 30301
141544,Lightning Charging Cable,1,14.95,01/03/2019 18:32,905 Ridge St, San Francisco, CA 94016
141545,Google Phone,1,600,01/16/19 20:17,988 Adams St, Dallas, TX 75001
141546,20in Monitor,1,109.99,01/22/19 02:39,390 Ridge St, Atlanta, GA 30301
141547,USB-C Charging Cable,2,11.95,01/12/2019 10:26,164 Willow St, San Francisco, CA 94016
141548,Lightning Charging Cable,1,14.95,01/11/2019 23:00,964 Forest St, Los Angeles, CA 90001
141549,27in FHD Monitor,1,149.99,01/15/19 10:53,240 Cherry St, Atlanta, GA 30301
141550,iPhone,1,700,01/31/19 10:58,399 Church St, Boston, MA 02215
141550,Apple Airpods Headphones,2,150,01/31/19 10:58,399 Church St, Boston, MA 02215
141550,Wired Headphones,1,11.99,01/31/19 10:58,399 Church St, Boston, MA 02215
141551,Lightning Charging Cable,2,14.95,01/19/19 16:39,88 7th St, Los Angeles, CA 90001
141552,Bose SoundSport Headphones,1,99.99,01/10/2019 10:40,533 Jackson St, New York City, NY 10001
141553,Bose SoundSport Headphones,1,99.99,01/27/19 00:07,16 Forest St, San Francisco, CA 94016
141554,USB-C Charging Cable,1,11.95,01/04/2019 12:57,498 Dogwood St, Austin, TX 73301
141555,AAA Batteries (4-pack),3,2.99,01/15/19 10:18,47 Pine St, Dallas, TX 75001
141556,USB-C Charging Cable,1,11.95,01/29/19 10:07,164 Lincoln St, New York City, NY 10001
141557,Lightning Charging Cable,1,14.95,01/23/19 22:54,406 8th St, San Francisco, CA 94016
141558,27in 4K Gaming Monitor,1,389.99,01/01/2019 12:14,345 Chestnut St, Dallas, TX 75001
141559,Wired Headphones,1,11.99,01/26/19 22:08,932 River St, Boston, MA 02215
141560,34in Ultrawide Monitor,1,379.99,01/09/2019 13:34,559 Adams St, Seattle, WA 98101
141561,Wired Headphones,1,11.99,01/09/2019 17:19,897 River St, San Francisco, CA 94016
141562,Bose SoundSport Headphones,1,99.99,01/29/19 12:47,334 12th St, Los Angeles, CA 90001
141563,USB-C Charging Cable,1,11.95,01/15/19 15:52,98 13th St, San Francisco, CA 94016
141564,Apple Airpods Headphones,1,150,01/29/19 11:03,780 Walnut St, New York City, NY 10001
141565,Wired Headphones,1,11.99,01/13/19 06:05,884 11th St, San Francisco, CA 94016
141566,27in FHD Monitor,1,149.99,01/13/19 18:41,693 Wilson St, San Francisco, CA 94016
141567,Lightning Charging Cable,1,14.95,01/09/2019 20:37,55 Highland St, Los Angeles, CA 90001
141568,ThinkPad Laptop,1,999.99,01/26/19 20:30,158 9th St, San Francisco, CA 94016
141569,Macbook Pro Laptop,1,1700,01/11/2019 11:15,235 Ridge St, Los Angeles, CA 90001
141570,USB-C Charging Cable,1,11.95,01/11/2019 16:49,112 13th St, Dallas, TX 75001
141571,Lightning Charging Cable,1,14.95,01/21/19 23:01,809 Dogwood St, San Francisco, CA 94016
141572,AAA Batteries (4-pack),1,2.99,01/13/19 23:51,187 Dogwood St, Austin, TX 73301
141573,Lightning Charging Cable,1,14.95,01/04/2019 17:39,850 2nd St, Atlanta, GA 30301
141574,Lightning Charging Cable,1,14.95,01/19/19 16:56,989 Jefferson St, Los Angeles, CA 90001
141575,USB-C Charging Cable,1,11.95,01/07/2019 10:42,787 Highland St, Seattle, WA 98101
141576,Apple Airpods Headphones,1,150,01/05/2019 20:21,908 Lincoln St, Atlanta, GA 30301
141577,Flatscreen TV,1,300,01/30/19 20:19,662 Lincoln St, Seattle, WA 98101
141578,Bose SoundSport Headphones,1,99.99,01/24/19 05:51,61 Sunset St, Portland, OR 97035
141579,Lightning Charging Cable,1,14.95,01/23/19 16:11,871 Willow St, Los Angeles, CA 90001
141580,AA Batteries (4-pack),1,3.84,01/28/19 11:02,295 Chestnut St, Boston, MA 02215
141581,Apple Airpods Headphones,1,150,01/28/19 20:50,64 Elm St, San Francisco, CA 94016
141582,iPhone,1,700,01/15/19 01:45,416 9th St, San Francisco, CA 94016
141583,USB-C Charging Cable,1,11.95,01/30/19 12:48,717 Cedar St, Dallas, TX 75001
141584,Macbook Pro Laptop,1,1700,01/14/19 16:51,395 Lake St, New York City, NY 10001
141585,AA Batteries (4-pack),2,3.84,01/11/2019 10:04,406 Highland St, San Francisco, CA 94016
141586,Lightning Charging Cable,1,14.95,01/26/19 20:16,411 Jackson St, San Francisco, CA 94016
141587,USB-C Charging Cable,1,11.95,01/29/19 15:14,504 14th St, Dallas, TX 75001
141587,Apple Airpods Headphones,1,150,01/29/19 15:14,504 14th St, Dallas, TX 75001
141588,AA Batteries (4-pack),1,3.84,01/03/2019 01:43,582 Madison St, Dallas, TX 75001
141589,Wired Headphones,1,11.99,01/10/2019 13:56,118 12th St, Seattle, WA 98101
141590,Bose SoundSport Headphones,1,99.99,01/05/2019 16:40,350 5th St, Boston, MA 02215
141591,ThinkPad Laptop,1,999.99,01/27/19 23:59,503 Maple St, Seattle, WA 98101
141592,AA Batteries (4-pack),2,3.84,01/05/2019 11:30,644 13th St, San Francisco, CA 94016
141593,Bose SoundSport Headphones,1,99.99,01/09/2019 14:26,406 Washington St, Los Angeles, CA 90001
141594,AAA Batteries (4-pack),1,2.99,01/30/19 12:09,821 14th St, Atlanta, GA 30301
141595,ThinkPad Laptop,1,999.99,01/27/19 14:36,146 2nd St, Boston, MA 02215
141596,Lightning Charging Cable,1,14.95,01/01/2019 17:30,582 Jackson St, Boston, MA 02215
141597,AAA Batteries (4-pack),2,2.99,01/28/19 12:38,919 Elm St, San Francisco, CA 94016
141598,20in Monitor,1,109.99,01/12/2019 13:28,164 Pine St, Seattle, WA 98101
141599,AAA Batteries (4-pack),1,2.99,01/17/19 11:59,814 Sunset St, Portland, OR 97035
141600,AAA Batteries (4-pack),2,2.99,01/27/19 09:08,445 Lake St, San Francisco, CA 94016
141601,Lightning Charging Cable,1,14.95,01/07/2019 19:45,745 2nd St, Atlanta, GA 30301
141602,27in FHD Monitor,1,149.99,01/13/19 20:17,170 6th St, Atlanta, GA 30301
141603,Wired Headphones,1,11.99,01/24/19 10:54,214 14th St, Seattle, WA 98101
141604,27in FHD Monitor,1,149.99,01/01/2019 23:58,135 Washington St, San Francisco, CA 94016
141605,Wired Headphones,1,11.99,01/10/2019 19:52,189 Maple St, San Francisco, CA 94016
141606,Lightning Charging Cable,1,14.95,01/02/2019 01:26,449 Maple St, Austin, TX 73301
141607,AA Batteries (4-pack),2,3.84,01/27/19 20:18,861 Cedar St, Dallas, TX 75001
141608,Lightning Charging Cable,1,14.95,01/14/19 17:47,852 Cherry St, San Francisco, CA 94016
141609,Apple Airpods Headphones,1,150,01/04/2019 14:05,287 Chestnut St, San Francisco, CA 94016
141610,Lightning Charging Cable,1,14.95,01/29/19 16:55,846 Cherry St, San Francisco, CA 94016
141611,Apple Airpods Headphones,1,150,01/27/19 18:29,877 Lincoln St, Atlanta, GA 30301
141612,Apple Airpods Headphones,1,150,01/24/19 10:33,892 12th St, Los Angeles, CA 90001
141613,AAA Batteries (4-pack),1,2.99,01/01/2019 10:21,644 Pine St, Atlanta, GA 30301
141614,AA Batteries (4-pack),1,3.84,01/09/2019 13:03,821 Spruce St, San Francisco, CA 94016
